Operator,price,Bus Type,Seats Left,Window Seats,rating,Source,Destination,distance,Departure Hour,Arrival Hour,Travel Duration (min)
476,595,73,24,12,3.4,2,4,346,16,23,410
476,650,31,24,13,3.4,2,4,346,23,7,495
476,550,1,27,14,3.4,2,4,346,21,3,375
491,595,73,26,14,3.3,2,4,346,23,7,440
349,650,1,26,14,3.4,2,4,346,23,5,375
863,584,23,26,13,3.3,2,4,346,21,3,405
879,666,10,26,13,3.3,2,4,346,23,6,450
491,585,10,25,14,3.3,2,4,346,10,16,405
491,366,48,41,20,3.3,2,4,346,23,7,440
815,474,1,23,9,3.3,2,4,346,23,5,365
491,575,1,26,13,3.3,2,4,346,21,5,475
491,600,73,22,11,3.3,2,4,346,16,0,515
491,745,73,22,10,3.3,2,4,346,13,20,410
491,575,1,24,13,3.3,2,4,346,18,3,540
491,685,10,20,11,3.3,2,4,346,22,6,460
130,650,10,23,10,3.2,2,4,346,14,21,390
643,500,10,20,10,3.2,2,4,346,23,6,450
476,475,46,26,13,3.1,2,4,346,23,6,400
103,700,54,26,14,3.0,2,4,346,0,7,415
275,380,48,30,14,3.3,2,4,346,23,6,420
103,800,10,14,6,3.2,2,4,346,1,6,320
530,800,10,30,14,2.8,2,4,346,23,6,435
668,450,46,28,10,2.7,2,4,346,23,6,420
830,600,10,24,10,2.7,2,4,346,22,5,405
525,380,29,39,20,2.4,2,4,346,9,16,445
103,650,10,23,12,2.7,2,4,346,1,7,345
711,799,10,20,10,2.6,2,4,346,23,7,455
349,1400,1,26,14,2.8,2,4,346,11,19,470
103,800,10,18,7,2.2,2,4,346,0,7,375
274,649,46,23,8,1.7,2,4,346,22,5,415
103,600,10,26,8,1.0,2,4,346,15,22,405
863,504,23,20,11,1.0,2,4,346,12,18,405
863,504,23,17,9,1.0,2,4,346,5,12,405
823,1399,10,15,6,4.4,2,6,562,21,10,805
264,1599,23,11,5,4.4,2,6,562,21,10,795
823,1399,10,14,6,4.3,2,6,562,20,8,750
266,1112,14,24,13,4.1,2,6,562,21,9,695
820,1020,10,22,7,4.0,2,6,562,21,10,780
266,962,14,31,17,3.8,2,6,562,20,10,850
820,1000,10,25,8,3.8,2,6,562,22,11,775
714,1210,46,18,7,3.8,2,6,562,19,9,810
866,1200,46,15,9,3.8,2,6,562,20,9,810
864,1490,10,29,10,3.6,2,6,562,22,10,665
705,1200,46,31,14,3.4,2,6,562,18,7,780
540,2699,1,33,18,3.5,2,6,562,21,10,780
820,1199,10,26,8,3.3,2,6,562,23,21,1375
601,800,1,34,19,3.1,2,6,562,21,10,790
821,1300,46,16,3,3.6,2,6,562,20,8,735
705,1200,86,40,19,2.8,2,6,562,23,12,780
705,1500,10,35,18,2.8,2,6,562,21,10,780
705,1200,46,33,16,2.8,2,6,562,20,10,810
42,1110,46,22,12,2.7,2,6,562,18,7,750
198,1199,75,30,14,2.7,2,6,562,21,9,695
198,1200,10,26,14,2.7,2,6,562,9,7,1295
866,1300,10,15,7,2.6,2,6,562,21,10,780
866,800,1,29,14,2.2,2,6,562,19,8,780
705,1200,86,44,20,2.0,2,6,562,22,11,780
821,1300,46,16,3,2.5,2,6,562,20,7,705
668,1099,48,15,2,2.3,2,6,562,20,9,810
705,1500,10,33,16,1.9,2,6,562,22,11,780
491,1333,23,19,8,2.0,2,6,562,22,11,795
491,1200,23,34,16,3.2,2,6,562,22,11,780
800,860,83,36,19,4.5,3,11,442,20,5,530
697,555,7,50,10,4.1,3,11,442,21,6,525
183,1149,63,39,22,4.5,3,11,442,20,5,525
232,1100,82,16,8,4.5,3,11,442,21,6,540
754,646,1,26,13,4.3,3,11,442,20,6,580
565,850,86,29,9,4.3,3,11,442,21,6,525
228,730,2,23,12,4.1,3,11,442,18,6,715
521,630,1,31,17,3.9,3,11,442,20,6,580
630,647,68,32,11,3.9,3,11,442,19,4,530
171,784,71,32,13,3.9,3,11,442,20,7,615
171,672,1,34,18,3.8,3,11,442,21,6,510
171,504,51,29,11,3.8,3,11,442,20,6,625
565,600,2,24,12,3.5,3,11,442,21,6,555
623,740,1,21,15,3.6,3,11,442,20,7,615
228,730,2,21,11,3.5,3,11,442,21,6,555
623,758,1,22,15,3.5,3,11,442,21,6,570
727,522,2,22,8,3.4,3,11,442,8,18,590
171,672,1,27,12,3.3,3,11,442,20,5,530
727,380,39,10,5,3.4,3,11,442,18,5,630
171,672,2,33,16,3.2,3,11,442,21,7,605
281,772,2,23,10,3.1,3,11,442,20,5,540
521,740,7,15,10,3.1,3,11,442,8,18,570
565,550,2,31,14,2.8,3,11,442,21,6,555
80,490,2,22,9,2.8,3,11,442,20,6,595
276,646,19,10,4,3.0,3,11,442,19,5,615
228,730,2,23,12,2.7,3,11,442,20,5,570
55,740,2,25,9,2.1,3,11,442,20,5,550
149,567,2,10,5,1.6,3,11,442,19,5,600
187,5000,39,41,16,1.2,3,11,442,21,4,420
258,1400,1,30,15,4.4,3,19,444,16,1,540
813,900,10,21,9,4.4,3,19,444,21,5,450
857,780,50,33,10,4.2,3,19,444,14,23,510
121,990,10,28,14,3.9,3,19,444,21,5,465
751,1399,1,23,8,4.0,3,19,444,13,21,480
813,3999,80,49,22,3.7,3,19,444,21,5,450
814,780,0,39,18,3.4,3,19,444,21,6,510
530,1200,66,32,16,3.6,3,19,444,15,23,480
277,1406,50,38,20,3.5,3,19,444,14,23,520
800,1276,63,30,16,3.2,3,19,444,13,19,380
530,800,43,33,15,2.8,3,19,444,14,22,480
800,1409,7,25,14,2.8,3,19,444,14,22,465
817,1549,1,31,14,2.0,3,19,444,14,23,540
500,1020,48,37,17,1.0,3,19,444,14,23,515
685,1550,10,24,12,1.0,3,19,444,21,6,570
616,950,10,31,16,4.5,4,7,626,18,6,720
266,939,14,32,12,4.5,4,7,626,20,8,720
277,676,1,32,15,4.3,4,7,626,18,5,660
815,1100,73,29,10,3.7,4,7,626,18,5,660
266,1109,14,27,9,4.5,4,7,626,18,6,725
904,1040,10,25,11,4.5,4,7,626,20,7,670
266,979,14,30,15,4.2,4,7,626,19,7,715
277,1000,54,25,12,4.4,4,7,626,20,7,690
864,1190,10,25,8,4.5,4,7,626,18,6,700
357,950,10,23,21,4.2,4,7,626,19,6,660
857,1000,10,22,8,4.2,4,7,626,18,5,660
103,1500,54,31,16,4.0,4,7,626,21,9,690
857,1200,82,23,8,4.1,4,7,626,21,7,585
902,900,23,24,11,4.0,4,7,626,17,8,926
266,1009,14,29,14,3.8,4,7,626,21,8,675
266,889,1,32,12,4.0,4,7,626,21,9,730
857,1000,82,28,9,3.7,4,7,626,19,6,630
357,960,10,25,23,3.7,4,7,626,20,8,720
888,1299,66,23,10,3.9,4,7,626,21,7,600
815,1100,81,31,18,3.2,4,7,626,20,8,735
103,1999,66,35,18,3.3,4,7,626,21,8,645
530,1500,87,27,12,3.0,4,7,626,21,8,645
430,990,10,35,18,1.9,4,7,626,20,6,630
711,799,44,32,16,2.1,4,7,626,22,10,700
711,999,10,30,14,1.8,4,7,626,20,8,720
817,1000,10,25,14,2.0,4,7,626,20,7,690
316,690,1,26,13,4.8,4,2,345,22,5,405
266,449,1,42,22,4.5,4,2,345,23,6,400
65,525,21,25,7,4.8,4,2,345,23,6,425
130,650,10,25,10,3.9,4,2,345,23,8,500
266,449,1,42,21,4.5,4,2,345,23,5,380
266,589,1,25,12,4.6,4,2,345,22,5,430
349,450,1,16,7,4.8,4,2,345,23,6,385
282,749,10,24,11,4.8,4,2,345,14,21,445
860,349,33,34,16,4.5,4,2,345,22,6,485
266,449,1,35,15,4.4,4,2,345,23,6,380
7,650,10,26,12,4.7,4,2,345,21,4,395
426,499,1,27,11,4.5,4,2,345,22,5,420
266,449,1,33,15,4.4,4,2,345,22,5,435
200,1000,10,23,12,4.8,4,2,345,22,5,410
312,676,10,25,12,4.5,4,2,345,20,3,385
525,380,28,37,16,4.2,4,2,345,20,3,415
902,450,20,32,16,4.2,4,2,345,23,7,473
282,749,10,23,10,4.6,4,2,345,23,6,440
525,380,28,31,13,4.3,4,2,345,14,22,465
312,483,1,21,11,4.4,4,2,345,3,10,395
525,380,28,39,18,4.1,4,2,345,23,6,450
312,537,1,32,16,4.2,4,2,345,17,1,440
312,696,10,24,12,4.5,4,2,345,23,6,415
525,380,28,38,17,4.1,4,2,345,21,4,460
583,595,80,27,11,4.3,4,2,345,15,21,390
266,699,14,27,11,4.4,4,2,345,21,4,450
533,585,10,24,12,4.4,4,2,345,23,5,375
662,724,10,24,11,4.4,4,2,345,22,4,405
583,645,82,25,11,4.4,4,2,345,20,3,390
312,652,10,25,12,4.4,4,2,345,10,18,445
316,850,10,15,6,4.6,4,2,345,22,5,405
583,695,10,17,7,4.5,4,2,345,23,6,390
266,5000,1,46,24,4.4,4,2,345,22,6,480
173,710,60,28,12,4.3,4,2,345,23,5,390
316,850,10,13,5,4.6,4,2,345,23,6,405
266,699,14,29,15,4.3,4,2,345,21,4,430
275,500,67,26,8,4.2,4,2,345,23,5,350
312,585,10,21,11,4.4,4,2,345,8,15,415
316,650,1,27,14,4.2,4,2,345,10,17,410
275,600,60,24,11,4.3,4,2,345,23,6,435
484,699,10,19,9,4.4,4,2,345,22,7,535
525,380,28,38,17,4.0,4,2,345,12,20,485
275,552,60,22,9,4.3,4,2,345,8,15,420
525,380,28,35,15,4.0,4,2,345,10,18,490
266,699,14,30,11,4.2,4,2,345,23,6,405
583,595,80,21,6,4.2,4,2,345,6,13,420
266,699,14,21,9,4.3,4,2,345,22,5,440
194,570,60,15,7,4.3,4,2,345,22,6,475
525,380,28,31,13,4.0,4,2,345,4,10,395
663,600,10,16,8,4.3,4,2,345,22,6,500
897,767,10,19,8,4.3,4,2,345,23,5,375
316,750,10,19,10,4.3,4,2,345,13,20,420
266,699,14,31,12,4.1,4,2,345,23,6,410
312,580,10,25,11,4.1,4,2,345,0,6,340
231,900,60,26,15,4.2,4,2,345,23,5,370
864,890,10,28,9,4.2,4,2,345,15,22,450
583,595,80,34,14,3.9,4,2,345,16,22,405
218,800,10,23,11,4.2,4,2,345,21,4,420
662,829,10,23,10,4.2,4,2,345,19,4,515
266,659,14,27,7,4.1,4,2,345,23,6,435
525,380,29,35,19,3.8,4,2,345,21,4,410
266,699,14,26,12,4.1,4,2,345,23,6,440
652,866,23,18,9,4.3,4,2,345,22,5,395
230,1499,62,10,6,4.6,4,2,345,22,5,380
816,599,10,22,11,4.1,4,2,345,4,10,390
583,645,10,22,11,4.1,4,2,345,14,20,405
251,600,60,19,9,4.1,4,2,345,22,6,490
525,380,29,32,16,3.8,4,2,345,5,11,395
583,595,80,20,6,4.0,4,2,345,4,9,330
816,829,10,24,10,4.1,4,2,345,18,1,395
312,652,10,26,12,4.0,4,2,345,14,21,402
275,450,67,18,6,4.0,4,2,345,23,5,375
525,380,29,39,20,3.6,4,2,345,22,5,430
662,948,10,25,12,4.0,4,2,345,23,6,390
643,450,46,17,8,4.0,4,2,345,23,5,380
314,475,46,18,9,4.0,4,2,345,23,6,420
525,380,29,39,21,3.6,4,2,345,22,5,395
305,1010,10,23,10,4.1,4,2,345,20,4,480
525,380,28,33,14,3.7,4,2,345,6,12,395
629,700,10,20,8,4.0,4,2,345,23,6,425
275,350,48,29,14,3.7,4,2,345,23,5,365
863,504,23,17,7,4.0,4,2,345,12,18,405
902,580,10,25,13,3.8,4,2,345,23,5,400
218,750,10,26,12,3.9,4,2,345,22,5,410
476,650,73,28,12,3.8,4,2,345,0,7,435
476,400,46,24,12,3.7,4,2,345,23,6,390
658,649,10,21,8,3.9,4,2,345,22,5,390
533,585,10,25,11,3.8,4,2,345,13,20,430
275,776,10,21,10,3.9,4,2,345,23,6,365
830,600,10,23,10,3.8,4,2,345,23,5,390
662,700,10,22,10,3.8,4,2,345,23,5,390
816,599,10,29,14,3.7,4,2,345,13,20,420
525,380,29,39,19,3.4,4,2,345,23,6,395
491,500,1,30,14,3.6,4,2,345,9,17,480
525,380,29,40,20,3.4,4,2,345,13,21,485
815,455,1,25,9,3.6,4,2,345,23,7,480
476,550,31,20,10,3.8,4,2,345,11,19,470
902,400,20,39,19,3.4,4,2,345,11,21,560
830,600,10,20,9,3.8,4,2,345,23,5,390
897,740,10,15,6,3.9,4,2,345,6,13,420
879,666,10,22,10,3.8,4,2,345,21,6,550
525,380,29,36,18,3.4,4,2,345,16,23,445
816,649,10,24,11,3.7,4,2,345,13,20,420
103,650,54,23,12,3.7,4,2,345,15,22,470
476,600,31,20,9,3.7,4,2,345,22,6,465
491,700,73,30,13,3.6,4,2,345,1,8,375
816,800,10,20,9,3.7,4,2,345,22,5,420
491,500,46,25,12,3.6,4,2,345,23,5,375
476,550,1,22,10,3.5,4,2,345,9,17,480
526,600,10,29,13,3.5,4,2,345,21,4,410
525,380,29,30,15,3.3,4,2,345,7,13,415
526,600,10,26,13,3.5,4,2,345,18,1,410
103,750,10,21,9,3.6,4,2,345,17,0,460
491,450,1,20,9,3.4,4,2,345,5,12,390
103,890,10,20,9,3.6,4,2,345,20,2,400
130,699,10,25,11,3.4,4,2,345,23,8,510
492,799,46,29,10,3.6,4,2,345,23,6,390
492,699,43,34,16,3.5,4,2,345,23,6,406
491,750,73,37,19,3.2,4,2,345,0,6,370
491,750,23,22,12,3.4,4,2,345,11,19,470
476,600,73,19,9,3.3,4,2,345,13,20,409
491,600,1,20,8,3.2,4,2,345,9,17,480
476,700,73,27,13,3.2,4,2,345,1,8,375
643,550,10,14,6,3.3,4,2,345,23,6,375
491,600,10,10,5,3.4,4,2,345,12,21,485
530,800,10,34,17,3.1,4,2,345,22,4,390
668,450,46,28,9,2.9,4,2,345,22,5,390
711,799,10,26,11,2.7,4,2,345,21,5,440
103,1200,10,18,8,3.0,4,2,345,0,6,355
491,650,10,22,11,2.7,4,2,345,22,5,455
476,500,1,24,12,2.3,4,2,345,6,12,375
274,550,46,21,7,2.4,4,2,345,22,5,390
103,1200,10,18,9,2.4,4,2,345,0,6,355
863,504,23,20,10,1.8,4,2,345,5,12,405
525,380,29,35,18,1.4,4,2,345,9,17,490
863,684,23,22,11,1.5,4,2,345,20,3,405
860,349,33,36,16,1.0,4,2,345,13,20,435
349,1400,1,28,15,1.0,4,2,345,11,18,415
816,790,10,24,11,1.0,4,2,345,16,23,475
864,1220,10,27,10,4.6,4,10,690,17,6,775
652,1287,60,16,8,4.6,4,10,690,15,6,870
139,999,23,13,7,4.4,4,10,690,19,7,735
262,1199,23,16,10,4.4,4,10,690,20,8,719
641,1149,10,22,10,4.3,4,10,690,19,7,735
825,1450,23,16,7,4.4,4,10,690,20,7,719
6,1550,23,14,8,4.5,4,10,690,20,7,695
305,1200,10,20,9,4.1,4,10,690,20,8,735
897,1387,10,19,8,4.1,4,10,690,18,7,780
879,1299,23,26,13,3.8,4,10,690,19,8,790
896,1500,73,28,13,3.9,4,10,690,18,8,870
3,1500,23,13,4,4.0,4,10,690,22,8,630
327,900,55,33,14,3.4,4,10,690,18,6,725
1,800,50,36,17,3.2,4,10,690,19,7,765
843,1000,50,16,7,3.5,4,10,690,20,8,750
530,1200,10,25,13,3.1,4,10,690,19,8,780
327,1100,10,12,5,3.1,4,10,690,19,8,735
76,1600,23,22,10,3.2,4,10,690,17,7,840
15,2300,80,49,22,2.2,4,10,690,20,7,700
491,4300,73,37,19,2.2,4,13,1335,23,3,1720
491,12000,1,30,14,2.2,4,13,1335,9,12,1620
491,12000,1,22,10,2.2,4,13,1335,9,12,1620
622,4799,10,21,9,2.1,4,13,1335,14,19,1720
114,500,43,40,21,5.0,5,8,307,19,2,405
205,900,10,32,19,5.0,5,8,307,21,2,300
501,1099,10,34,17,5.0,5,8,307,21,4,390
796,400,48,29,16,5.0,5,8,307,20,2,330
501,799,46,36,20,5.0,5,8,307,22,4,330
581,360,20,46,23,4.6,5,8,307,23,5,335
887,379,20,36,14,4.6,5,8,307,23,5,331
887,299,20,46,18,4.5,5,8,307,23,4,350
904,315,1,38,18,4.5,5,8,307,23,4,345
904,270,1,31,15,4.5,5,8,307,8,14,410
904,269,20,13,4,4.7,5,8,307,2,7,340
205,2400,10,21,12,5.0,5,8,307,17,23,400
796,1400,75,22,9,4.8,5,8,307,18,0,380
887,299,20,34,13,4.4,5,8,307,23,5,345
525,284,28,40,19,4.3,5,8,307,21,2,335
224,400,1,28,13,4.5,5,8,307,12,18,330
525,284,28,44,20,4.2,5,8,307,23,4,335
903,699,1,11,6,4.8,5,8,307,1,8,430
904,315,1,29,15,4.3,5,8,307,22,4,325
482,699,10,36,18,4.3,5,8,307,15,22,420
904,315,20,29,18,4.3,5,8,307,16,23,425
525,284,28,35,15,4.2,5,8,307,14,19,350
400,351,20,29,13,4.3,5,8,307,22,5,420
224,450,69,31,15,4.3,5,8,307,20,0,295
400,401,20,45,15,4.1,5,8,307,6,11,290
525,284,28,36,17,4.1,5,8,307,23,6,375
525,284,28,42,19,4.0,5,8,307,18,0,350
525,284,28,19,5,4.3,5,8,307,9,15,350
590,379,20,44,21,4.0,5,8,307,23,5,350
525,284,28,40,18,4.0,5,8,307,15,20,335
525,284,28,25,10,4.2,5,8,307,6,12,350
224,400,1,29,15,4.1,5,8,307,21,4,370
90,1799,20,34,17,4.5,5,8,307,17,23,365
60,700,66,28,13,4.1,5,8,307,18,23,348
202,600,7,38,18,4.0,5,8,307,23,5,330
224,598,66,14,7,4.2,5,8,307,1,6,340
525,284,28,40,19,3.8,5,8,307,23,5,335
393,699,20,37,17,4.0,5,8,307,23,6,410
858,650,1,35,18,4.0,5,8,307,20,3,421
525,284,28,39,18,3.8,5,8,307,22,4,335
372,1020,12,40,20,3.9,5,8,307,21,2,315
709,450,1,14,3,4.2,5,8,307,2,7,285
393,799,20,35,13,4.0,5,8,307,23,5,350
795,600,23,30,11,3.9,5,8,307,17,23,360
525,284,28,26,8,3.9,5,8,307,7,13,340
400,301,1,40,20,3.7,5,8,307,23,5,375
525,413,29,20,10,4.0,5,8,307,11,17,350
224,400,1,29,10,3.9,5,8,307,15,21,330
393,1399,66,10,5,4.3,5,8,307,1,7,345
393,399,20,20,9,4.0,5,8,307,1,6,330
525,284,28,41,18,3.6,5,8,307,16,21,350
400,449,7,30,14,3.8,5,8,307,23,5,305
525,284,29,24,13,3.8,5,8,307,12,18,350
525,284,29,30,16,3.7,5,8,307,23,5,355
90,1200,23,28,14,3.9,5,8,307,18,22,285
224,500,1,36,16,3.7,5,8,307,21,4,365
224,400,1,29,16,3.7,5,8,307,21,3,395
108,1000,23,19,9,3.9,5,8,307,21,2,315
709,400,1,37,17,3.5,5,8,307,23,5,335
60,810,50,42,22,3.8,5,8,307,21,2,323
795,1000,23,22,9,3.8,5,8,307,20,3,390
90,1099,23,30,15,3.7,5,8,307,23,4,315
59,569,7,34,17,3.6,5,8,307,22,4,370
60,1000,39,48,25,3.8,5,8,307,19,1,355
882,375,1,49,24,3.3,5,8,307,23,5,390
482,900,10,29,18,3.6,5,8,307,17,23,390
887,379,7,33,15,3.5,5,8,307,23,5,330
292,750,48,37,24,3.7,5,8,307,20,1,330
78,1999,10,36,18,3.7,5,8,307,16,22,390
860,1499,57,22,7,4.0,5,8,307,17,23,395
292,1200,14,36,24,3.5,5,8,307,21,2,318
372,2550,12,35,18,3.8,5,8,307,17,23,390
224,400,7,28,13,3.5,5,8,307,16,22,385
400,401,20,39,20,3.3,5,8,307,5,10,315
60,700,46,31,11,3.5,5,8,307,16,23,445
709,450,1,16,6,3.6,5,8,307,1,6,340
581,333,20,46,17,3.1,5,8,307,23,5,331
78,2199,14,21,13,3.7,5,8,307,13,19,375
400,401,1,36,14,3.2,5,8,307,8,14,345
293,637,60,34,17,3.2,5,8,307,20,2,360
488,500,48,35,18,3.3,5,8,307,18,0,376
895,1010,10,18,10,3.4,5,8,307,16,23,440
730,400,20,33,18,3.1,5,8,307,18,23,314
883,1199,23,33,16,3.2,5,8,307,23,5,340
283,1299,10,28,13,3.3,5,8,307,17,22,359
234,1600,10,32,11,3.2,5,8,307,13,19,380
237,1049,10,36,18,3.0,5,8,307,22,5,370
237,1049,10,36,18,3.0,5,8,307,21,4,425
224,400,1,34,13,2.9,5,8,307,17,23,355
59,380,43,37,13,3.0,5,8,307,21,5,435
393,381,7,28,15,2.9,5,8,307,23,5,390
224,400,0,28,15,2.9,5,8,307,17,23,350
237,899,10,24,10,3.0,5,8,307,20,3,390
393,599,20,17,7,3.1,5,8,307,1,7,360
883,1259,81,20,10,3.1,5,8,307,1,6,290
373,951,1,40,20,2.9,5,8,307,22,4,315
709,300,50,51,26,2.5,5,8,307,10,17,415
331,600,14,30,10,2.8,5,8,307,23,6,405
626,1080,23,36,24,2.7,5,8,307,19,0,335
709,399,1,45,22,2.5,5,8,307,11,18,410
882,375,1,49,24,2.4,5,8,307,23,6,390
0,401,1,42,22,2.5,5,8,307,8,15,420
400,401,1,49,24,2.4,5,8,307,9,16,435
709,400,1,45,22,2.4,5,8,307,8,15,390
400,401,20,42,21,2.4,5,8,307,5,11,380
709,400,1,45,22,2.3,5,8,307,9,16,420
622,1899,10,24,13,2.8,5,8,307,22,3,285
905,1100,46,34,16,2.9,5,8,307,19,2,435
0,399,1,40,21,2.3,5,8,307,9,16,375
622,2099,10,24,13,2.8,5,8,307,23,5,375
502,427,50,46,22,2.3,5,8,307,22,4,360
26,400,48,30,9,2.5,5,8,307,18,0,370
136,379,1,24,11,2.4,5,8,307,12,18,395
283,600,46,37,12,2.2,5,8,307,18,0,370
224,300,50,41,9,2.2,5,8,307,21,4,430
400,349,1,37,15,2.2,5,8,307,23,5,375
488,700,1,38,20,2.2,5,8,307,20,1,300
887,569,20,12,6,2.5,5,8,307,23,5,340
236,474,1,31,11,2.2,5,8,307,22,5,420
709,300,50,56,7,1.9,5,8,307,11,18,395
136,379,1,17,9,2.3,5,8,307,6,12,360
671,600,1,36,18,2.1,5,8,307,22,4,390
114,700,10,36,22,2.0,5,8,307,21,3,360
213,1862,82,40,20,2.2,5,8,307,20,1,300
224,290,50,37,9,2.0,5,8,307,11,18,370
236,522,7,26,13,2.1,5,8,307,22,5,410
653,899,57,13,3,2.4,5,8,307,2,7,285
671,400,1,36,19,1.9,5,8,307,18,0,330
224,300,50,47,11,1.8,5,8,307,21,4,400
36,524,1,42,21,1.8,5,8,307,22,5,390
488,1000,46,36,18,2.2,5,8,307,18,0,356
522,1000,46,37,12,2.2,5,8,307,20,1,330
36,762,54,37,19,1.8,5,8,307,23,5,330
581,360,20,46,17,1.6,5,8,307,23,5,345
100,1079,14,36,18,1.8,5,8,307,22,4,360
895,710,60,23,11,1.9,5,8,307,22,4,380
651,250,48,36,12,1.6,5,8,307,23,5,335
709,500,1,45,22,1.5,5,8,307,23,5,335
671,400,1,36,19,1.5,5,8,307,13,19,390
862,765,46,37,17,1.6,5,8,307,20,2,361
862,1080,14,32,15,1.6,5,8,307,22,1,197
224,290,50,40,9,1.4,5,8,307,14,20,360
78,1200,1,32,17,1.7,5,8,307,21,4,385
824,1333,1,20,10,1.8,5,8,307,16,22,390
235,799,10,34,17,1.3,5,8,307,22,5,385
90,1099,1,31,17,1.5,5,8,307,23,5,346
58,494,7,39,20,1.0,5,8,307,21,2,285
824,1238,20,20,11,1.5,5,8,307,17,23,360
730,500,1,38,21,1.0,5,8,307,20,2,360
671,600,1,36,18,1.0,5,8,307,22,4,360
861,619,7,36,19,1.0,5,8,307,16,22,382
861,524,50,38,20,1.0,5,8,307,21,2,300
861,1114,60,33,15,1.0,5,8,307,21,2,350
644,900,1,36,20,1.0,5,8,307,20,2,375
861,952,7,36,19,1.0,5,8,307,18,23,345
60,1601,10,32,17,1.0,5,8,307,17,23,388
779,1190,14,26,12,1.0,5,8,307,21,2,330
861,524,50,28,15,1.0,5,8,307,21,2,300
60,600,50,31,16,1.0,5,8,307,18,0,358
488,700,48,34,16,1.0,5,8,307,19,0,300
237,899,1,25,13,1.0,5,8,307,22,5,420
644,800,1,21,12,1.0,5,8,307,22,4,345
62,850,46,21,7,1.0,5,8,307,19,1,380
779,1000,46,13,6,1.0,5,8,307,19,0,359
283,899,10,33,17,3.2,5,8,307,20,2,360
246,2800,10,36,18,3.2,5,8,307,21,3,305
266,769,20,46,25,5.0,5,0,243,21,1,220
365,1044,20,48,24,5.0,5,0,243,17,22,270
365,825,20,46,22,5.0,5,0,243,23,2,180
365,825,20,46,22,5.0,5,0,243,23,3,240
266,835,20,42,23,5.0,5,0,243,21,2,250
365,1377,20,46,22,5.0,5,0,243,19,23,240
365,570,20,39,19,5.0,5,0,243,12,16,210
365,1425,20,46,22,5.0,5,0,243,20,0,255
365,1330,20,45,21,5.0,5,0,243,18,22,290
266,899,57,40,14,5.0,5,0,243,22,2,235
365,1509,20,39,20,5.0,5,0,243,20,1,270
56,664,60,36,13,5.0,5,0,243,22,3,255
174,1099,7,38,14,5.0,5,0,243,18,22,240
132,1600,2,41,17,5.0,5,0,243,22,2,254
904,503,20,30,14,5.0,5,0,243,23,2,220
716,1300,23,36,18,5.0,5,0,243,18,22,240
174,1999,5,42,19,5.0,5,0,243,18,22,240
266,1661,1,38,19,5.0,5,0,243,17,21,235
221,1599,57,36,18,5.0,5,0,243,22,2,220
592,1440,20,33,18,5.0,5,0,243,20,0,245
365,1044,20,43,22,4.8,5,0,243,16,21,270
189,739,13,49,22,4.7,5,0,243,23,3,240
174,1599,7,33,11,5.0,5,0,243,14,18,240
860,999,57,27,10,5.0,5,0,243,21,2,300
85,1100,1,28,9,5.0,5,0,243,20,23,179
174,1099,7,27,9,5.0,5,0,243,17,21,240
593,1449,7,27,13,5.0,5,0,243,20,23,225
585,1499,1,27,13,5.0,5,0,243,17,21,280
266,649,20,42,21,4.7,5,0,243,22,2,225
248,2160,10,36,18,4.8,5,0,243,20,0,235
266,859,20,46,24,4.5,5,0,243,22,2,225
265,1399,57,48,20,4.5,5,0,243,22,2,245
525,284,28,36,17,4.5,5,0,243,4,9,290
525,321,28,44,20,4.3,5,0,243,9,14,320
525,284,28,41,18,4.2,5,0,243,15,20,325
525,284,28,42,19,4.2,5,0,243,20,1,325
541,1799,57,40,20,4.4,5,0,243,23,3,210
266,1679,20,46,24,4.3,5,0,243,23,3,195
189,166,18,41,17,4.2,5,0,243,22,3,305
904,1360,20,34,17,4.4,5,0,243,20,2,380
266,1348,20,46,24,4.2,5,0,243,21,1,270
904,1242,20,30,14,4.4,5,0,243,21,2,325
266,659,9,40,20,4.2,5,0,243,22,2,240
266,949,1,42,22,4.2,5,0,243,22,2,240
266,1060,20,42,22,4.2,5,0,243,23,2,180
189,200,13,33,12,4.2,5,0,243,6,12,335
266,1099,1,42,21,4.2,5,0,243,19,0,320
525,321,28,30,11,4.2,5,0,243,5,10,285
266,859,1,38,21,4.2,5,0,243,21,1,255
266,1092,20,41,15,4.2,5,0,243,22,2,240
525,284,28,41,19,4.0,5,0,243,13,17,290
266,1089,20,38,20,4.2,5,0,243,23,2,220
525,284,28,42,19,4.0,5,0,243,13,18,325
525,321,28,42,20,4.0,5,0,243,17,23,350
525,284,28,31,12,4.1,5,0,243,8,13,320
525,284,28,44,20,3.9,5,0,243,23,4,270
525,284,28,41,18,4.0,5,0,243,16,21,305
266,1377,1,38,20,4.2,5,0,243,21,1,240
525,284,28,33,17,4.0,5,0,243,10,15,320
365,825,20,46,22,4.0,5,0,243,23,3,210
525,284,28,44,20,3.9,5,0,243,18,23,305
365,1140,20,47,23,4.0,5,0,243,20,23,235
243,500,10,22,13,4.2,5,0,243,19,23,225
525,284,28,39,17,3.9,5,0,243,14,19,305
266,1059,23,27,15,4.2,5,0,243,21,1,245
266,659,20,38,21,4.0,5,0,243,23,2,200
189,200,18,39,17,3.9,5,0,243,10,15,335
365,1197,20,42,20,4.0,5,0,243,22,1,190
525,321,28,36,16,3.9,5,0,243,7,12,290
