Operator,price,Bus Type,Seats Left,Window Seats,rating,Source,Destination,distance,Departure Hour,Arrival Hour,Travel Duration (min)
365,1330,23,16,9,5.0,0,5,240,4,6,165
846,2499,10,26,11,5.0,0,5,240,2,5,220
266,1489,9,13,9,5.0,0,5,240,3,7,205
525,474,28,44,20,4.4,0,5,240,21,1,285
266,1619,1,10,4,5.0,0,5,240,1,3,145
525,474,28,41,19,4.3,0,5,240,22,2,285
60,1800,66,21,8,4.7,0,5,240,8,11,180
593,969,20,34,18,4.3,0,5,240,17,21,210
525,474,28,40,19,4.1,0,5,240,23,4,285
593,2499,56,36,15,4.4,0,5,240,18,21,195
585,1499,1,34,17,4.3,0,5,240,3,6,219
525,474,28,38,17,4.0,0,5,240,19,23,285
525,474,28,24,6,4.3,0,5,240,13,17,285
525,474,28,29,15,4.1,0,5,240,17,21,275
525,284,28,37,16,4.0,0,5,240,16,21,275
525,284,28,35,17,3.9,0,5,240,16,20,280
525,474,28,37,16,3.9,0,5,240,18,22,285
266,1289,20,46,23,3.9,0,5,240,4,8,210
266,1229,1,42,23,3.9,0,5,240,4,7,200
85,2100,2,42,16,4.0,0,5,240,6,10,230
592,1299,7,12,4,4.3,0,5,240,5,9,210
592,1099,7,27,15,4.0,0,5,240,22,1,180
266,1189,1,33,18,3.9,0,5,240,1,5,225
525,521,28,17,7,3.9,0,5,240,8,12,255
85,845,1,18,9,4.0,0,5,240,4,8,270
266,1249,57,29,11,3.9,0,5,240,4,7,200
525,521,28,14,4,3.9,0,5,240,9,13,275
592,1299,20,20,8,4.0,0,5,240,2,6,240
525,474,28,30,14,3.6,0,5,240,14,18,285
707,1044,1,21,11,3.9,0,5,240,23,2,200
85,999,2,14,2,4.0,0,5,240,1,3,150
592,1699,10,18,8,4.0,0,5,240,3,6,165
85,999,1,11,5,4.0,0,5,240,3,6,150
266,1399,20,10,6,4.0,0,5,240,4,7,205
541,1000,13,29,12,3.7,0,5,240,3,7,225
541,1299,57,31,14,3.7,0,5,240,22,2,205
128,2857,1,42,22,3.7,0,5,240,5,9,270
525,474,28,37,16,3.4,0,5,240,15,19,285
541,1199,57,29,13,3.7,0,5,240,17,21,215
593,1899,20,13,4,4.0,0,5,240,2,5,165
541,1199,57,27,14,3.7,0,5,240,15,19,255
266,1899,57,19,5,3.9,0,5,240,3,6,195
716,2099,23,25,12,3.8,0,5,240,23,3,220
266,1519,20,12,6,3.9,0,5,240,3,6,205
883,999,20,36,19,3.5,0,5,240,22,2,250
592,4849,7,30,16,4.0,0,5,240,22,1,165
393,1499,10,30,15,3.6,0,5,240,22,1,210
605,1649,10,16,8,3.8,0,5,240,2,6,195
904,1141,20,17,10,3.7,0,5,240,2,6,250
525,527,28,11,2,3.6,0,5,240,10,14,275
593,1999,7,29,14,3.6,0,5,240,15,18,185
365,884,20,12,5,3.7,0,5,240,4,8,230
266,149,1,10,6,3.6,0,5,240,2,5,200
525,568,28,12,3,3.5,0,5,240,12,16,285
221,1599,57,37,19,3.2,0,5,240,18,21,180
638,1099,1,34,12,3.2,0,5,240,2,6,209
578,1299,1,26,14,3.3,0,5,240,8,11,190
578,1199,1,23,9,3.3,0,5,240,6,10,208
578,2599,1,27,13,3.3,0,5,240,2,5,169
365,964,20,21,7,3.2,0,5,240,7,10,190
423,1400,53,49,22,2.8,0,5,240,1,5,240
427,1899,54,12,5,3.3,0,5,240,2,5,200
221,1999,56,45,20,2.8,0,5,240,14,15,1510
519,1000,48,34,18,2.8,0,5,240,3,6,210
340,996,1,14,5,3.0,0,5,240,4,8,220
61,332,13,36,16,2.6,0,5,240,18,23,315
593,1119,7,11,7,3.0,0,5,240,2,5,220
221,699,23,22,11,2.8,0,5,240,5,8,170
653,1249,57,22,12,2.8,0,5,240,23,3,211
317,999,1,11,4,2.9,0,5,240,4,8,240
593,1239,7,18,9,2.8,0,5,240,2,5,185
221,849,20,13,7,2.8,0,5,240,4,7,170
185,699,71,39,19,2.4,0,5,240,16,1,500
365,513,20,41,21,2.3,0,5,240,14,18,240
908,2659,10,36,18,2.6,0,5,240,23,2,175
266,1339,20,24,14,2.6,0,5,240,4,7,165
221,1999,56,45,20,2.4,0,5,240,14,17,210
265,990,57,29,12,2.5,0,5,240,3,7,225
803,797,18,26,7,2.5,0,5,240,6,8,150
593,1800,60,23,10,2.6,0,5,240,15,18,180
266,1329,20,25,14,2.4,0,5,240,4,7,195
9,699,13,37,18,2.1,0,5,240,17,22,270
52,999,1,40,17,2.1,0,5,240,1,6,290
221,1239,57,12,9,2.4,0,5,240,2,7,300
477,1500,67,49,22,1.9,0,5,240,2,6,210
52,1899,32,36,18,2.1,0,5,240,3,7,225
9,699,13,37,18,1.9,0,5,240,15,19,225
653,1599,11,31,12,2.1,0,5,240,0,4,240
883,900,20,30,13,2.0,0,5,240,22,1,210
638,1100,48,15,6,2.2,0,5,240,1,5,270
242,3000,2,48,11,2.0,0,5,240,6,9,180
61,332,13,36,16,1.8,0,5,240,14,19,315
61,332,13,36,16,1.8,0,5,240,10,15,315
242,3000,2,47,10,2.0,0,5,240,6,9,180
874,2190,2,54,25,1.7,0,5,240,5,8,180
653,1199,11,14,6,2.1,0,5,240,23,3,1285
653,1199,20,14,5,2.1,0,5,240,1,5,245
638,1099,1,34,12,1.8,0,5,240,1,5,225
592,1200,50,32,15,1.8,0,5,240,2,5,195
477,1599,10,24,11,1.9,0,5,240,2,6,230
632,499,13,26,13,1.7,0,5,240,9,14,270
547,1125,2,51,23,1.4,0,5,240,5,9,210
653,1099,57,27,14,1.7,0,5,240,22,1,190
547,1395,2,46,19,1.4,0,5,240,5,9,270
580,899,0,48,22,1.3,0,5,240,12,16,211
547,1080,1,38,21,1.4,0,5,240,5,9,270
580,899,0,45,20,1.3,0,5,240,11,15,211
516,1999,46,30,16,1.6,0,5,240,2,6,270
580,449,0,28,14,1.4,0,5,240,17,22,255
61,285,13,35,15,1.3,0,5,240,11,16,315
632,449,13,28,11,1.3,0,5,240,14,18,240
632,499,13,25,13,1.3,0,5,240,14,18,240
580,449,0,45,20,1.0,0,5,240,9,13,255
9,449,13,19,9,1.3,0,5,240,13,17,240
593,1199,56,45,20,1.0,0,5,240,2,6,225
580,461,0,23,10,1.2,0,5,240,13,17,255
837,450,51,33,14,1.0,0,5,240,14,17,225
837,450,51,33,14,1.0,0,5,240,16,19,225
837,450,51,33,14,1.0,0,5,240,8,11,225
837,450,51,33,14,1.0,0,5,240,11,15,225
837,450,51,33,14,1.0,0,5,240,18,21,225
837,450,51,33,14,1.0,0,5,240,6,9,225
837,450,51,33,14,1.0,0,5,240,10,13,225
875,999,2,33,11,1.0,0,5,240,1,5,220
889,1190,57,33,15,1.0,0,5,240,3,7,230
902,1030,23,27,13,1.0,0,5,240,16,19,177
875,910,2,25,8,1.0,0,5,240,2,6,215
596,890,2,23,5,1.0,0,5,240,5,7,150
221,749,56,22,3,1.0,0,5,240,6,8,110
902,1620,23,20,9,1.0,0,5,240,2,5,168
593,1499,10,10,6,1.0,0,5,240,1,4,165
221,1999,7,10,5,1.0,0,5,240,2,5,180
85,799,1,23,7,3.2,0,5,240,8,10,150
638,1199,2,47,18,5.0,0,12,334,23,3,240
340,1296,1,46,22,5.0,0,12,334,23,4,280
749,799,7,38,20,5.0,0,12,334,3,8,310
47,899,20,38,19,5.0,0,12,334,22,3,285
850,1049,2,39,19,5.0,0,12,334,23,5,335
902,750,23,28,14,5.0,0,12,334,15,19,243
221,1169,7,35,15,5.0,0,12,334,23,4,315
221,1599,57,36,18,5.0,0,12,334,23,3,250
365,1330,20,47,24,4.8,0,12,334,21,3,305
221,1599,57,34,15,5.0,0,12,334,23,5,305
266,569,20,23,10,5.0,0,12,334,2,6,285
266,1269,1,37,19,4.9,0,12,334,21,2,275
593,579,7,21,9,5.0,0,12,334,2,7,265
295,1100,7,26,10,5.0,0,12,334,22,2,270
546,1235,1,26,12,5.0,0,12,334,21,2,310
221,1599,7,30,13,5.0,0,12,334,22,3,315
365,683,20,17,10,5.0,0,12,334,3,7,240
248,2160,10,36,18,4.8,0,12,334,0,4,255
266,879,23,14,9,5.0,0,12,334,0,5,295
585,1599,1,17,4,5.0,0,12,334,23,3,230
86,711,1,35,14,4.6,0,12,334,15,19,230
365,1330,20,35,18,4.7,0,12,334,20,1,300
365,570,20,39,19,4.5,0,12,334,16,21,330
85,1100,1,28,9,4.7,0,12,334,22,2,245
266,759,20,46,26,4.3,0,12,334,3,8,295
707,760,1,19,9,4.6,0,12,334,3,8,310
365,1377,20,46,24,4.3,0,12,334,23,4,270
85,1200,2,11,3,4.7,0,12,334,23,4,1229
365,854,23,31,15,4.3,0,12,334,2,7,330
676,1249,1,29,15,4.4,0,12,334,23,4,300
902,3490,23,19,11,4.5,0,12,334,3,6,192
365,1187,20,28,15,4.3,0,12,334,1,6,260
365,1187,20,27,11,4.3,0,12,334,0,5,275
592,1200,20,18,10,4.4,0,12,334,0,4,220
585,1499,1,22,10,4.4,0,12,334,22,1,195
365,1330,20,45,21,4.1,0,12,334,22,2,260
47,1499,23,32,17,4.1,0,12,334,19,23,299
593,1800,56,45,20,3.9,0,12,334,16,20,270
48,1199,23,16,8,4.2,0,12,334,1,6,350
266,1199,20,46,25,3.9,0,12,334,21,2,335
707,950,1,10,5,4.3,0,12,334,1,6,300
266,869,1,42,21,3.9,0,12,334,2,6,285
174,1099,7,38,14,4.0,0,12,334,22,3,300
266,1759,1,33,16,4.1,0,12,334,23,4,270
638,1499,1,36,24,4.0,0,12,334,23,3,270
266,1499,20,46,24,3.9,0,12,334,2,6,285
47,999,23,33,16,3.9,0,12,334,23,5,316
365,1503,20,39,20,3.9,0,12,334,23,5,305
266,1578,20,42,21,3.9,0,12,334,23,4,295
221,1999,60,24,12,4.0,0,12,334,21,1,250
174,1599,7,33,11,4.0,0,12,334,18,22,240
174,1099,7,27,9,4.0,0,12,334,22,2,240
221,669,57,30,15,3.8,0,12,334,12,16,260
311,1199,20,29,15,3.9,0,12,334,23,5,305
576,599,7,32,14,3.8,0,12,334,1,6,265
244,799,7,40,21,3.7,0,12,334,3,7,255
311,1199,20,28,14,3.9,0,12,334,22,3,295
266,579,57,23,8,3.9,0,12,334,1,6,275
266,649,20,22,11,3.9,0,12,334,2,7,290
140,1210,10,13,5,4.0,0,12,334,2,7,305
369,1799,61,48,20,3.6,0,12,334,22,5,380
221,1999,7,42,19,3.8,0,12,334,22,5,380
266,759,10,16,9,3.9,0,12,334,3,8,295
266,589,20,18,9,3.9,0,12,334,1,6,295
266,699,57,21,6,3.9,0,12,334,2,6,270
593,559,20,25,12,3.8,0,12,334,2,6,280
266,649,20,18,7,3.9,0,12,334,2,7,300
534,2351,14,34,12,3.7,0,12,334,18,19,60
266,519,1,19,8,3.8,0,12,334,2,7,285
221,2999,56,45,20,3.8,0,12,334,1,5,250
221,1999,57,32,15,3.8,0,12,334,22,2,250
221,2999,7,42,19,3.8,0,12,334,1,6,260
758,1999,1,38,19,3.7,0,12,334,19,0,300
221,3499,57,44,22,3.8,0,12,334,20,1,265
758,1999,20,36,19,3.7,0,12,334,23,4,300
576,799,7,34,20,3.5,0,12,334,13,18,265
541,699,7,22,9,3.7,0,12,334,3,8,300
57,1295,1,35,18,3.6,0,12,334,23,4,270
195,899,7,31,15,3.6,0,12,334,23,6,420
266,889,20,46,25,3.4,0,12,334,2,7,285
221,499,57,18,9,3.7,0,12,334,1,6,290
128,2857,1,42,22,3.7,0,12,334,18,22,250
221,1899,20,24,10,3.8,0,12,334,0,6,305
873,2600,1,48,20,3.6,0,12,334,0,3,220
653,699,57,18,8,3.7,0,12,334,4,8,270
266,1559,20,10,4,3.9,0,12,334,1,6,290
724,2745,14,36,18,3.5,0,12,334,23,4,310
541,699,57,16,6,3.7,0,12,334,2,7,300
266,559,20,18,10,3.6,0,12,334,2,7,295
593,1449,7,27,13,3.6,0,12,334,23,4,255
400,701,20,16,5,3.6,0,12,334,2,6,255
585,1499,1,40,16,3.4,0,12,334,23,5,315
266,1639,1,38,19,3.4,0,12,334,21,2,320
189,371,18,23,8,3.4,0,12,334,15,20,275
47,1499,23,32,17,3.3,0,12,334,20,1,285
350,1499,2,42,17,3.3,0,12,334,22,3,314
266,579,1,22,10,3.4,0,12,334,2,7,295
350,1199,7,34,18,3.3,0,12,334,23,5,346
195,999,10,34,19,3.2,0,12,334,22,5,375
707,855,20,29,15,3.3,0,12,334,21,2,340
221,1999,57,32,14,3.4,0,12,334,23,4,335
423,380,53,46,21,3.0,0,12,334,16,18,110
847,4000,10,36,18,3.2,0,12,334,22,3,270
189,596,18,11,5,3.4,0,12,334,3,7,265
350,1299,2,27,8,3.3,0,12,334,0,5,314
423,423,53,41,18,3.0,0,12,334,15,17,110
653,799,11,31,15,3.1,0,12,334,3,7,210
762,1699,10,25,12,3.2,0,12,334,0,5,310
398,2000,10,32,17,3.1,0,12,334,3,8,280
615,799,13,31,14,3.1,0,12,334,2,9,405
578,1999,1,25,11,3.3,0,12,334,3,8,250
541,599,57,26,12,3.1,0,12,334,4,8,290
904,539,20,32,19,3.0,0,12,334,2,7,285
707,569,1,26,11,3.1,0,12,334,3,8,300
578,2085,1,24,12,3.3,0,12,334,3,7,250
847,4000,10,25,13,3.2,0,12,334,1,6,270
393,999,20,20,8,3.2,0,12,334,23,4,270
578,2499,1,27,14,3.3,0,12,334,3,7,225
266,1209,20,46,24,2.9,0,12,334,3,8,300
889,1090,57,28,14,3.1,0,12,334,1,6,315
578,2499,1,24,12,3.3,0,12,334,2,7,250
592,1199,7,18,4,3.2,0,12,334,0,4,240
398,1048,1,24,12,3.1,0,12,334,4,9,280
762,8000,10,28,14,3.2,0,12,334,20,2,360
148,1199,58,46,20,2.8,0,12,334,23,4,271
638,999,1,40,26,2.8,0,12,334,23,3,240
320,1099,10,43,22,2.7,0,12,334,21,1,260
47,999,1,38,19,2.8,0,12,334,23,4,300
651,701,20,18,6,3.0,0,12,334,1,6,315
266,569,20,15,6,3.0,0,12,334,1,6,295
331,800,14,29,14,2.8,0,12,334,1,6,315
47,1499,23,29,14,2.8,0,12,334,18,23,285
592,579,20,18,11,2.9,0,12,334,3,7,250
227,600,1,24,10,2.8,0,12,334,19,0,340
336,899,2,12,6,3.0,0,12,334,1,6,260
638,1499,1,32,20,2.8,0,12,334,21,1,210
638,1399,23,25,11,2.8,0,12,334,1,6,285
601,2499,1,34,18,2.9,0,12,334,20,0,280
195,2699,7,12,5,3.2,0,12,334,3,6,180
707,1111,1,25,15,2.8,0,12,334,23,4,315
838,3333,10,36,18,2.7,0,12,334,20,1,300
356,1200,20,34,18,2.7,0,12,334,20,2,360
148,999,58,25,9,2.8,0,12,334,23,4,300
873,2500,1,48,20,2.7,0,12,334,22,3,270
873,2500,2,48,19,2.7,0,12,334,21,1,255
601,1399,1,18,7,2.9,0,12,334,23,3,280
227,850,1,27,13,2.7,0,12,334,23,3,250
587,1000,50,40,20,2.6,0,12,334,20,1,270
638,1299,1,22,11,2.8,0,12,334,0,4,240
876,1099,2,45,21,2.5,0,12,334,22,3,270
148,1299,58,22,7,2.8,0,12,334,0,5,271
320,1299,2,26,13,2.7,0,12,334,22,3,270
317,1499,1,11,5,2.9,0,12,334,1,6,280
47,1499,23,26,11,2.6,0,12,334,22,3,315
225,2999,2,40,16,2.7,0,12,334,18,23,355
320,999,1,17,8,2.7,0,12,334,2,5,150
546,4132,10,36,18,2.5,0,12,334,21,1,215
362,4500,2,52,21,2.7,0,12,334,23,5,305
883,720,1,42,20,2.3,0,12,334,3,7,220
579,2000,30,53,24,2.3,0,12,334,22,3,265
707,1710,7,36,13,2.3,0,12,334,20,1,305
579,2000,72,45,20,2.3,0,12,334,23,4,265
763,3000,72,53,24,2.3,0,12,334,2,7,330
47,999,23,32,15,2.2,0,12,334,21,2,315
190,1599,1,38,7,2.3,0,12,334,22,3,265
266,549,9,21,10,2.3,0,12,334,1,6,275
47,1199,20,26,13,2.3,0,12,334,23,4,300
600,4000,10,34,18,2.1,0,12,334,1,8,390
266,1824,20,40,21,2.0,0,12,334,23,4,295
204,1299,1,27,11,2.1,0,12,334,23,4,270
793,1799,1,29,19,2.1,0,12,334,23,3,240
221,2299,57,44,22,2.0,0,12,334,0,5,305
584,1096,2,30,12,2.0,0,12,334,23,3,181
793,1799,1,26,16,2.1,0,12,334,0,4,245
477,3000,10,34,16,1.9,0,12,334,2,5,210
638,1099,1,37,23,1.8,0,12,334,20,0,285
9,1999,13,45,20,1.8,0,12,334,17,4,630
874,2190,2,54,25,1.7,0,12,334,0,5,300
270,599,10,40,23,1.6,0,12,334,2,9,420
642,2099,2,16,4,2.1,0,12,334,1,6,255
197,571,13,48,21,1.5,0,12,334,17,21,240
221,1599,57,32,14,1.7,0,12,334,20,23,220
700,2400,14,30,16,1.6,0,12,334,20,1,300
654,2190,2,10,5,2.0,0,12,334,21,1,270
547,1449,0,49,22,1.4,0,12,334,3,10,405
547,1280,1,42,20,1.4,0,12,334,3,7,245
547,1665,1,42,20,1.4,0,12,334,0,6,360
580,899,0,48,22,1.2,0,12,334,3,6,150
580,899,0,48,22,1.2,0,12,334,3,6,150
708,994,2,36,16,1.3,0,12,334,22,3,315
354,2381,1,40,21,1.4,0,12,334,20,0,240
547,2339,2,41,18,1.4,0,12,334,21,3,405
547,2249,2,40,17,1.4,0,12,334,20,2,345
708,994,20,29,14,1.3,0,12,334,21,2,315
875,450,2,43,11,1.0,0,12,334,2,6,235
514,999,7,42,18,1.0,0,12,334,23,4,246
517,700,1,35,19,1.0,0,12,334,21,2,300
266,1009,20,38,19,1.0,0,12,334,2,7,275
350,1199,7,39,20,1.0,0,12,334,21,0,225
100,2340,14,36,18,1.0,0,12,334,21,2,300
365,1140,20,36,18,1.0,0,12,334,2,7,300
227,850,57,33,16,1.0,0,12,334,22,3,260
735,2250,1,47,23,1.0,0,12,334,18,23,330
289,3499,10,36,18,1.0,0,12,334,2,7,300
747,800,1,30,14,1.0,0,12,334,2,6,255
638,899,1,32,12,1.0,0,12,334,1,5,240
885,999,20,30,17,1.0,0,12,334,20,2,330
393,599,10,23,11,1.0,0,12,334,4,8,255
708,994,1,29,13,1.0,0,12,334,23,5,315
289,1999,20,36,19,1.0,0,12,334,20,1,300
378,1149,20,26,14,1.0,0,12,334,0,4,240
266,559,20,21,7,1.0,0,12,334,2,6,280
707,760,1,21,9,1.0,0,12,334,2,7,295
372,2200,1,35,17,1.0,0,12,334,3,9,360
378,2699,23,20,10,1.0,0,12,334,2,5,209
860,599,10,13,5,1.0,0,12,334,2,6,250
517,799,1,16,7,1.0,0,12,334,0,5,300
378,1299,1,20,10,1.0,0,12,334,20,23,225
514,1299,7,15,9,1.0,0,12,334,23,7,960
735,2250,43,40,21,1.0,0,12,334,21,2,1140
378,13999,10,24,12,1.0,0,12,334,1,7,330
585,999,64,41,17,5.0,0,9,277,1,6,281
266,429,20,32,14,5.0,0,9,277,2,6,275
365,499,20,29,14,5.0,0,9,277,3,8,270
585,599,1,29,11,5.0,0,9,277,2,6,281
605,549,10,19,10,5.0,0,9,277,3,7,230
266,504,1,18,6,5.0,0,9,277,1,5,255
241,1199,7,13,7,5.0,0,9,277,0,4,235
848,1450,10,27,14,4.6,0,9,277,23,4,285
794,1500,14,36,18,4.4,0,9,277,23,3,290
883,675,1,40,18,4.3,0,9,277,3,8,300
365,1140,20,47,23,4.2,0,9,277,23,3,225
266,474,20,31,17,4.3,0,9,277,2,7,285
266,412,1,26,14,4.3,0,9,277,1,6,275
266,379,20,24,16,4.3,0,9,277,1,5,255
904,336,20,32,16,4.1,0,9,277,2,7,275
694,899,14,26,9,4.1,0,9,277,23,6,450
592,749,10,29,15,4.0,0,9,277,2,7,300
883,630,1,42,20,3.7,0,9,277,4,9,320
221,1499,56,45,20,3.7,0,9,277,21,1,210
221,1499,23,34,15,3.7,0,9,277,22,1,210
365,1044,20,43,22,3.4,0,9,277,21,0,190
883,630,1,27,11,3.6,0,9,277,3,8,290
683,999,14,28,15,3.5,0,9,277,2,6,245
221,1999,20,30,13,3.7,0,9,277,23,2,210
189,642,13,14,5,3.7,0,9,277,3,7,275
221,3499,57,44,22,3.7,0,9,277,20,2,310
780,599,1,28,12,3.3,0,9,277,2,5,210
615,799,13,31,14,3.1,0,9,277,2,7,315
718,900,14,28,14,3.0,0,9,277,13,17,245
94,811,2,40,15,2.9,0,9,277,1,5,235
599,1140,1,35,18,2.9,0,9,277,23,3,230
601,1500,1,38,19,2.9,0,9,277,23,3,270
700,2200,14,30,16,2.7,0,9,277,20,1,300
743,1079,5,31,14,2.3,0,9,277,3,7,240
514,999,2,31,11,2.3,0,9,277,23,4,270
743,1079,2,31,11,2.3,0,9,277,3,7,240
600,4000,10,34,18,2.1,0,9,277,1,7,330
33,1400,46,22,7,2.3,0,9,277,19,1,360
544,1999,7,34,18,2.1,0,9,277,23,3,240
34,2000,48,42,22,2.2,0,9,277,23,3,255
378,13999,10,24,12,2.4,0,9,277,1,5,240
37,1500,48,42,20,1.9,0,9,277,22,3,270
587,450,1,32,17,1.4,0,9,277,2,7,300
393,599,1,16,5,1.5,0,9,277,2,6,285
292,350,48,42,22,1.0,0,9,277,4,9,345
365,1044,20,48,24,1.0,0,9,277,22,1,190
906,550,43,41,21,1.0,0,9,277,23,7,435
354,1500,48,32,17,1.4,0,9,277,1,7,340
331,800,14,30,14,1.0,0,9,277,3,9,345
883,720,20,25,11,1.0,0,9,277,3,7,275
331,500,48,22,9,1.0,0,9,277,1,7,345
331,500,48,21,10,1.0,0,9,277,0,6,345
331,600,14,15,7,1.0,0,9,277,7,13,345
587,550,7,15,6,1.0,0,9,277,4,10,380
85,1197,1,21,9,1.0,0,9,277,0,3,190
102,1500,10,27,13,5.0,1,13,526,15,3,705
17,1150,46,22,11,5.0,1,13,526,21,7,560
504,1400,10,23,11,5.0,1,13,526,23,11,689
49,2000,10,22,10,5.0,1,13,526,22,7,590
372,2448,10,27,9,5.0,1,13,526,19,8,760
208,1699,22,15,11,5.0,1,13,526,15,4,765
494,2800,10,26,11,5.0,1,13,526,17,6,795
508,2800,46,37,17,5.0,1,13,526,3,17,815
613,2499,46,31,17,5.0,1,13,526,21,6,520
787,2499,14,22,9,5.0,1,13,526,0,11,635
787,2500,14,20,9,5.0,1,13,526,3,15,685
208,1499,23,17,8,4.6,1,13,526,17,5,730
208,1499,23,18,6,4.5,1,13,526,19,7,750
509,1529,10,20,11,4.4,1,13,526,18,5,690
208,1499,23,14,6,4.5,1,13,526,15,4,765
208,1499,23,28,13,4.2,1,13,526,16,6,835
208,1499,23,14,6,4.3,1,13,526,20,9,765
387,1500,10,26,12,4.1,1,13,526,16,5,750
322,1190,10,23,8,4.1,1,13,526,17,3,610
588,1599,14,36,18,3.7,1,13,526,21,7,610
322,1390,10,22,8,3.9,1,13,526,16,4,710
856,1800,10,30,15,3.7,1,13,526,21,9,720
767,1400,46,25,13,3.8,1,13,526,17,8,900
405,1599,14,28,13,3.7,1,13,526,22,9,660
795,1400,23,11,5,3.9,1,13,526,19,6,645
485,1000,48,17,7,3.7,1,13,526,20,7,694
877,1500,46,14,4,3.9,1,13,526,18,5,690
234,1500,26,37,15,3.4,1,13,526,7,21,845
504,1150,10,16,10,3.7,1,13,526,17,4,660
370,1500,46,36,18,3.4,1,13,526,21,8,660
412,1800,60,23,12,3.6,1,13,526,17,4,630
387,1600,60,22,7,3.5,1,13,526,21,10,765
234,1800,10,33,12,3.3,1,13,526,18,5,705
412,1600,60,20,11,3.4,1,13,526,20,7,630
372,1632,1,36,18,3.1,1,13,526,23,11,705
767,1500,23,28,13,3.2,1,13,526,16,5,765
622,1299,10,25,12,3.2,1,13,526,11,1,855
757,2000,10,35,17,3.1,1,13,526,19,5,580
856,1200,46,34,17,3.0,1,13,526,21,9,770
240,1200,43,35,12,3.0,1,13,526,18,6,765
607,1600,25,18,8,3.4,1,13,526,18,3,580
184,1599,10,34,18,2.9,1,13,526,22,7,525
176,1800,10,21,10,3.2,1,13,526,21,7,600
273,1850,10,33,16,3.0,1,13,526,22,7,530
607,2300,23,16,6,3.4,1,13,526,19,5,560
178,1200,46,27,15,3.0,1,13,526,22,7,555
184,2000,10,30,16,3.0,1,13,526,23,8,525
553,1385,10,14,6,3.2,1,13,526,22,9,630
788,2000,46,33,15,3.1,1,13,526,21,6,570
102,1500,10,31,15,2.9,1,13,526,18,9,885
101,1500,10,24,11,3.0,1,13,526,16,4,705
757,1500,10,28,14,2.9,1,13,526,17,4,670
412,1600,60,26,14,2.9,1,13,526,22,8,555
797,2000,46,34,10,3.0,1,13,526,22,6,465
655,1500,47,25,11,3.0,1,13,526,23,10,601
133,1800,60,23,11,3.0,1,13,526,15,3,705
366,1400,1,33,16,2.7,1,13,526,22,8,570
613,2499,7,30,13,3.0,1,13,526,23,7,480
552,1500,46,26,11,2.9,1,13,526,22,8,570
370,1500,46,36,18,2.6,1,13,526,20,7,660
509,1439,14,20,12,2.7,1,13,526,16,3,670
118,1027,23,14,5,2.7,1,13,526,18,6,740
740,2000,46,30,14,2.7,1,13,526,20,4,510
412,1400,60,27,15,2.5,1,13,526,21,8,630
764,2500,46,20,9,3.0,1,13,526,21,6,525
677,1800,10,19,9,2.7,1,13,526,20,7,660
240,1810,10,32,16,2.4,1,13,526,20,10,850
234,1800,10,26,8,2.5,1,13,526,8,21,830
801,1250,46,25,10,2.4,1,13,526,22,7,530
234,1900,10,23,9,2.5,1,13,526,0,10,640
810,1169,14,22,9,2.4,1,13,526,17,4,675
350,1000,46,14,9,2.5,1,13,526,22,7,540
220,2500,46,32,16,2.6,1,13,526,22,8,605
184,1200,46,16,8,2.5,1,13,526,22,7,525
504,1150,10,19,10,2.4,1,13,526,21,8,675
391,3000,10,14,7,2.8,1,13,526,20,4,480
757,1800,10,24,13,2.4,1,13,526,15,2,670
505,1300,46,24,13,2.3,1,13,526,16,5,750
176,1800,10,20,11,2.4,1,13,526,20,6,585
691,2900,23,40,22,2.2,1,13,526,4,14,615
299,2857,1,40,21,2.2,1,13,526,23,12,785
2,1499,1,10,4,2.5,1,13,526,4,12,515
757,1700,46,27,13,2.3,1,13,526,16,3,670
4,1500,46,33,15,2.1,1,13,526,21,9,727
618,1500,46,16,6,2.4,1,13,526,21,8,682
612,1400,46,30,14,2.1,1,13,526,22,7,540
893,2500,46,30,16,2.4,1,13,526,3,10,450
372,3060,1,38,17,2.2,1,13,526,23,8,525
783,1300,1,19,7,2.2,1,13,526,2,14,720
677,3500,10,13,5,2.7,1,13,526,20,7,660
240,1500,43,35,12,2.0,1,13,526,16,5,750
680,1400,10,11,5,2.3,1,13,526,23,10,601
726,1500,46,37,16,1.9,1,13,526,21,8,640
726,1300,46,31,16,1.9,1,13,526,20,6,630
650,2090,46,15,7,2.4,1,13,526,21,7,600
505,1300,46,23,13,2.0,1,13,526,18,8,835
840,1500,46,32,16,1.9,1,13,526,21,6,540
404,1799,14,27,8,2.0,1,13,526,22,8,640
110,1200,46,30,15,1.8,1,13,526,22,10,755
420,1300,43,32,15,1.8,1,13,526,0,9,560
292,1500,1,17,8,2.0,1,13,526,3,13,630
292,3000,14,31,15,2.0,1,13,526,22,8,593
249,2600,46,30,16,2.1,1,13,526,3,15,710
429,2500,48,38,21,2.0,1,13,526,21,7,600
726,1300,46,30,16,1.7,1,13,526,20,7,630
614,1500,14,12,5,2.0,1,13,526,4,14,640
612,1400,46,24,10,1.8,1,13,526,22,7,540
866,3500,66,18,8,2.2,1,13,526,14,3,765
881,1999,46,37,17,1.7,1,13,526,22,9,630
310,2380,1,33,18,1.7,1,13,526,2,15,750
240,1000,43,14,7,1.8,1,13,526,20,6,600
858,2000,1,29,13,1.7,1,13,526,23,11,701
293,2000,1,12,6,2.0,1,13,526,6,16,625
